cmt_col,labels,length,processed_text
lớn rồi mà não chứa sạn vs sỏi trong đầu hả :))) coi chừng nó cho đứa con,2.0,73,lớn rồi mà não chứa sạn với sỏi trong đầu hả : ) ) ) coi_chừng nó cho đứa con
Người ko ra người.ngợm ko ra ngợm.ý thức thì như đống rác.nhà nước nên bỏ tù những thằng coi thường pháp luật và tính mạng người khác như nó.phạt thật nặng xem nó có im mỏm nó ko.,1.0,179,người không ra người . ngợm không ra ngợm . ý_thức thì như đống rác . nhà_nước nên bỏ_tù những thằng coi_thường pháp_luật và tính_mạng người khác như nó . phạt thật nặng xem nó có im mỏm nó ko .
Cái này hả,0.0,10,cái này hả
Dm bọn Việt tân nhé,2.0,19,dm bọn việt tân nhé
Cần tao giạy khoá lm trọng tài ko,0.0,33,cần tao giạy khoá lm trọng_tài không
"top 1 rồi mà, thậm chí 3 acc td hàn top 10 top 20",0.0,49,"top 1 rồi mà , thậm_chí 3 acc td hàn top 10 top 20"
"bộ hàng hải :)) admin ngu đéo chịu đc :)))))))))))) ôi ""bộ hàng hải"" =)))))",1.0,75,"bộ hàng_hải : ) ) admin ngu đéo chịu được : ) ) ) ) ) ) ) ) ) ) ) ) ôi "" bộ hàng_hải "" = ) ) ) ) )"
Lũ này bắt dk dah chết mẹ...ko lo làm ăn .. toàn đi trộm cắp,2.0,60,lũ này bắt dk dah chết mẹ ... ko lo làm_ăn . . toàn đi trộm_cắp
Bắn làn+tốc độ,0.0,14,bắn làn + tốc_độ
"đúng rồi phải bồi thường đi, làm ngta có bầu rồi bỏ đâu có đc",0.0,61,"đúng rồi phải bồi_thường đi , làm ngta có bầu rồi bỏ đâu có được"
"Đàn bà nó thế, bạn có nói trăm lần thì nó trả lời bạn: thằng lắm mồm!",1.0,69,"đàn_bà nó thế , bạn có nói trăm lần thì nó trả_lời bạn : thằng lắm_mồm !"
Muộn rồi,0.0,8,muộn rồi
Bài học cảnh giác,0.0,17,bài_học cảnh_giác
Hoàng T. Kim Khuyến cười cái lon,1.0,32,hoàng t . kim khuyến cười cái lon
Con nay da vo mat no cho đa,2.0,27,con nay da vo mat no cho đa
cả dòng họ nghèo hèn kid đ gặp được messi nên ganh tị,2.0,53,cả dòng_họ nghèo_hèn kid đ gặp được messi nên ganh_tị
Thanh Vinh top thách đấu đấy ba . conten thôi,0.0,45,thanh vinh top thách đấu đấy ba . conten thôi
Ông trần dần nói hay quad,0.0,25,ông trần dần nói hay quad
Sếp nhà mình lại bắt nhân viên đi cách li thay 😌😌,0.0,49,sếp nhà mình lại bắt nhân_viên đi cách_li thay 😌 😌
"Ad chửi hết bọn khựa làm chó gì?! Dân nó cũng y như dân mình thôi. Chế hính cho đỡ tức hả, không tác dụng gì, để sức mà xem nước ta ""thắt chặt tình hữu nghị"" ra sao nhé. Vụ Formosa chìm xuồng rồi nhé :v Đm, ai bầu thằng cẩu nô tài lên làm lãnh đạo thế?!",1.0,253,"admin chửi hết bọn khựa làm chó gì ? ! dân nó cũng y_như dân mình thôi . chế hính cho đỡ tức hả , không tác_dụng gì , để sức mà xem nước ta "" thắt chặt tình hữu_nghị "" ra sao nhé . vụ formosa chìm_xuồng rồi nhé : v đm , ai bầu thằng cẩu nô tài lên làm lãnh_đạo thế ? !"
Nguyễn Văn Huân sống chậm làm đéo j,1.0,35,nguyễn văn huân sống chậm làm đéo gì
Tăng Gia Kiệt e hiểu lý do sao e dc lòng đứa khác r a =))))))))))),0.0,66,tăng_gia kiệt e hiểu lý_do sao e được lòng đứa khác r a = ) ) ) ) ) ) ) ) ) ) )
Huỷ lễ tang mẹ m à,2.0,18,huỷ lễ tang mẹ m à
Sống kiểu này ko ngốc đầu nỗi đâu .sau này hối hân cũng muộn rồi,1.0,64,sống kiểu này không ngốc đầu nỗi đâu . sau_này hối hân cũng muộn rồi
Óc chó,1.0,6,óc chó
Ăn tết đéo ngon,1.0,15,ăn tết đéo ngon
"anh bạn à, tôi có thể giảng hòa được kh? :v",0.0,43,"anh bạn à , tôi có_thể giảng hòa được kh ? : v"
Thịt lợn tăng,0.0,13,thịt lợn tăng
Ng Tuấn Châu uầy gắt vđ,1.0,23,ng tuấn châu uầy gắt vđ
sao m biết,0.0,10,sao m biết
gi vay abe :)),0.0,14,gi vay abe : ) )
Vl :)),1.0,6,vl : ) )
Khánh An hạt điên quỷ tới chơi nè lũ bk,0.0,39,khánh an hạt điên quỷ tới chơi nè lũ bk
Con đĩ Linh nc ngu vãi! Ai xuống thăm nó chưa nhỉ,2.0,49,con đĩ linh nc ngu vãi ! ai xuống thăm nó chưa nhỉ
"có lẽ chơi game nhiều nên kỹ năng mềm kém. Mấy đứa tuyển thủ trừ những đứa chín chắn như Levi hay lứa tuyển thủ đời đầu thì còn lại kỹ năng mềm, thậm chí kỹ năng sống đều kém (kể cả Sofm t cũng k đánh giá cao)",0.0,209,"có_lẽ chơi game nhiều nên kỹ_năng mềm kém . mấy đứa tuyển_thủ trừ những đứa chín_chắn như levi hay lứa tuyển_thủ đời_đầu thì còn lại kỹ_năng mềm , thậm_chí kỹ_năng sống đều kém ( kể_cả sofm t cũng không đánh_giá cao )"
bon comcom đơn vị tác chiến điện tử vs nhật ký yêu nước dm chúng mày vào mà đọc. tưởng ai cũng như chúng mày hết đấy,2.0,116,bon comcom đơn_vị tác_chiến điện_tử với nhật_ký yêu nước dm chúng_mày vào mà đọc . tưởng ai cũng như chúng_mày hết đấy
Hiep Tong chắc k ai nhận ra đâu 🤣,0.0,33,hiep tong chắc không ai nhận ra đâu 🤣
Chẳng hiểu mày ăn mặc kiểu lồn gi,2.0,33,chẳng hiểu mày ăn_mặc kiểu lồn gi
"chấp làm gì cái loại này hả e, chả biết cuộc đời nó hơn ai rồi mà mở mồm ra là khinh người khác :))))",1.0,101,"chấp làm gì cái loại này hả e , chả biết cuộc_đời nó hơn ai rồi mà mở mồm ra là khinh người khác : ) ) ) )"
Như 1 con bò động đực clm =))),1.0,30,như 1 con bò động_đực clm = ) ) )
đừng thấy ai không để avt là phán câu clone,1.0,43,đừng thấy ai không để avt là phán câu clone
Những đứa trẻ này thật hết biết nói gì. Khi nữa chết đi xuống gặp Phán Quan tới đó hối cãi cũng kh còn kịp nữa ròi.,0.0,115,những đứa trẻ này thật hết biết nói gì . khi nữa chết đi xuống gặp phán quan tới đó hối cãi cũng kh còn kịp nữa ròi .
:))))) xử lý lỗi lại cứ muốn dc khen cơ. lôi rank này nọ ra cơ. vậy thoi đăng lên mạng xã hội chi rồi đòi ai cũng phải khen trog khi toxic xử lý lỗi :))),0.0,153,: ) ) ) ) ) xử_lý lỗi lại cứ muốn được khen cơ . lôi rank này_nọ ra cơ . vậy thoi đăng lên mạng xã_hội chi rồi đòi ai cũng phải khen trog khi toxic xử_lý lỗi : ) ) )
rất mong các luật sư làm việc luôn,0.0,34,rất mong các luật_sư làm_việc luôn
mầy thit,0.0,8,mầy thit
"Bán nước rõ ràng rồi, các cháu dư luận viên còn gì để sủa ko?",1.0,61,"bán_nước rõ_ràng rồi , các cháu dư_luận viên còn gì để sủa ko ?"
"Sao quan chức cao cắp csnào , khi vi phạm pl cũng đều trả lời có vẻ ngây ngô , khờ khạo . Chẳng lẽ qui trình chọn lọc cán bộ cấp chiến lược là vậy sao ?!.Nhìn hành vi các qc phạm pháp thì biết nước nhà do các vĩ lđ sẽ đi về đâu . Đúng là các vị coi dân như những con lừa , mưốn làm gì củng được .Thế mà vẵn quang vinh vĩ đại !",1.0,326,"sao quan_chức cao cắp csnào , khi vi_phạm pl cũng đều trả_lời có vẻ ngây_ngô , khờ_khạo . chẳng_lẽ qui_trình chọn_lọc cán_bộ cấp chiến_lược là vậy sao ? ! . nhìn hành_vi các qc phạm_pháp thì biết nước_nhà do các vĩ lđ sẽ đi về đâu . đúng là các vị coi dân như những con lừa , mưốn làm gì củng được . thế_mà vẵn quang_vinh vĩ_đại !"
Óc choo làm kèo ko :)),1.0,22,óc choo làm kèo không : ) )
Nguyễn Quốc An một giọt là nước suối tinh khiết,0.0,47,nguyễn quốc an một giọt là nước suối tinh_khiết
DLV ngu lol lại còn lắm đứa hùa theo thể hiện đầu óc đúng là cặn bã. Lại còn lắm thằng bảo Việt Tân tài trợ Phan Anh nữa chứ.,2.0,125,dlv ngu lol lại còn lắm đứa hùa theo thể_hiện đầu_óc đúng là cặn_bã . lại còn lắm thằng bảo việt tân tài_trợ phan anh nữa chứ .
Cả Lê Hữu,0.0,9,cả lê_hữu
Ôi bọn ghen ăn tức ở,2.0,20,ôi bọn ghen ăn tức ở
Nhảm loz,1.0,8,nhảm loz
Thanh Tâm a mực ngu cỡ này m ngu cỡ nào,1.0,39,thanh tâm a mực ngu cỡ này m ngu cỡ nào
Địt con mẹ cnó vẽ rađể ăn chia với nhau ý mà. Làm cổng 200ti để tế thằng tổ cnó ah,2.0,82,địt con_mẹ cnó vẽ rađể ăn_chia với nhau ý mà . làm cổng 200ti để tế thằng tổ cnó ah
Chỉ có thể là Se dan,1.0,20,chỉ có_thể là se dan
Đi coppy ảnh của page khác không ghi nguồn. :))) kém chuyên nghiệp,1.0,66,đi coppy ảnh của page khác không ghi nguồn . : ) ) ) kém chuyên_nghiệp
"với immortal là 2 người one champ ngang ngữa nhau, có thể nói tồ vs trym hòa làm 1 thì mực với illaoi cũng vậy, anh cứ smuft tụi rank bạch kim kim cương cho em",0.0,159,"với immortal là 2 người one champ ngang ngữa nhau , có_thể nói tồ với trym hòa làm 1 thì mực với illaoi cũng vậy , anh cứ smuft tụi rank bạch_kim kim_cương cho em"
Anh em đón Tết Corona thế nào rồi :)),0.0,37,anh_em đón tết corona thế_nào rồi : ) )
thích thì Spam th XD,0.0,20,thích thì spam th xd
Ai biểu mê trai… đừng đỗ thừa winner & ẹc sìn tơ nhaaaa,1.0,55,ai biểu mê trai … đừng đỗ thừa winner & ẹc sìn tơ nhaaaa
"Làm cho tới luôn nha Jack ơi,thấy e hiền nó ăn híp ,nó trèo đầu cỡi cổ,đụng chạm Fan e nữa kìa ,ủng hộ Jack và công ty làm cho sáng tỏ việc này,bắt họ phải chịu trách nhiệm về những phát ngôn mà đã gây ra cho tất cả mn",0.0,218,"làm cho tới luôn nha jack ơi , thấy e hiền nó ăn híp , nó trèo đầu cỡi cổ , đụng_chạm fan e nữa kìa , ủng_hộ jack và công_ty làm cho sáng_tỏ việc này , bắt họ phải chịu trách_nhiệm về những phát_ngôn mà đã gây ra cho tất_cả mọi người"
"Mày làm như lên cái là hết trộm cướp ấy, với cái xã hội này chỉ có thể hạn chế thôi là đã mừng rồi nhé",1.0,102,"mày làm như lên cái là hết trộm_cướp ấy , với cái xã_hội này chỉ có_thể hạn_chế thôi là đã mừng rồi nhé"
"bạn thì kinh rồi ,bn là nhất ok chưa",0.0,36,"bạn thì kinh rồi , bn là nhất ok chưa"
Chỉ là lại từ bỏ tiền ra cho cày view thôi chứ hay cc j đâu,1.0,59,chỉ là lại từ_bỏ tiền ra cho cày view thôi chứ hay cc gì đâu
Những trận đá bóng là để thoả mãn nhãn người hâm mộ yêu bóng đá… mày bắt như thế thì ở cái bồn tắm thôi chứ không ra biển lớn được thằng đui đi làm trọng tài…,2.0,158,những trận đá bóng là để thoả_mãn nhãn người hâm_mộ yêu bóng_đá … mày bắt như thế_thì ở cái bồn_tắm thôi chứ không ra biển lớn được thằng đui đi làm trọng_tài …
Nguyễn Mạnh nói câu nào ngu câu đấy đúng fan ráck,2.0,49,nguyễn mạnh nói câu nào ngu câu đấy đúng fan ráck
K phải khen chứ phim dỡ vkl,1.0,27,không phải khen chứ phim dỡ vkl
"văn minh nhưng ăn cháo đá cặp lồng, bỏ vợ bỏ con :))",1.0,59,"văn_minh nhưng ăn cháo đá cặp_lồng , bỏ vợ bỏ con : ) )"
bây giờ xin lỗi thì dc gì?,0.0,26,bây_giờ xin_lỗi thì được gì ?
"Không phải tự nhiên bỏ công ty rồi làm vẻ tội nghiệp được đàn anh và bên faptv cứu xong giờ hỏi xem họ có coi ra gì ko, bỏ vợ bỏ con, khinh thường đàn anh, làm màu trên sân khấu bao nhiêu show bị khán giả chê, dính bản quyền gần nhất là idol b… Xem thêm",0.0,253,"không phải tự_nhiên bỏ công_ty rồi làm vẻ tội_nghiệp được đàn_anh và bên faptv cứu xong giờ hỏi xem họ có coi ra gì ko , bỏ vợ bỏ con , khinh_thường đàn_anh , làm màu trên sân_khấu bao_nhiêu show bị khán_giả chê , dính bản_quyền gần nhất là idol b … xem thêm"
XIn đmm,1.0,7,xin đmm
Nứng nứng nứng à,1.0,16,nứng nứng nứng à
2 chuyện đéo liên quan nhóc ác nhai phân gì ngậm hoài kh nhả v,1.0,62,2 chuyện đéo liên_quan nhóc ác nhai phân gì ngậm hoài kh nhả v
lỗi cc,1.0,6,lỗi cc
ok a 🙄🙄,0.0,7,ok a 🙄 🙄
ở ngoài tao mà gặp kiểu này t bắt lại cho anh Diệt đánh chết con cụ mày,2.0,71,ở ngoài tao mà gặp kiểu này t bắt lại cho anh diệt đánh chết con cụ mày
"Đọc tin này mà đau lòng quá, thật kinh khủng.",0.0,45,"đọc tin này mà đau_lòng quá , thật kinh_khủng ."
xin chào anh trọng tài,0.0,22,xin chào anh trọng_tài
giờ bố lấy xe m đi xịt sơn lại bảo của t m chịu đc ko kuu,0.0,57,giờ bố lấy xe m đi xịt sơn lại bảo của t m chịu được không kuu
thầy book giáo án mới cho e:(( a be cứu e vs,0.0,44,thầy book giáo_án mới cho e : ( ( a be cứu e với
Ngu thì chịu thôi bác,1.0,21,ngu thì chịu thôi bác
Ông chủ đem nhân viên đi khảo sát địa hình nuôi tôm,0.0,51,ông chủ đem nhân_viên đi khảo_sát địa_hình nuôi tôm
Nhìn mặt nc . Là Bik bộ mặt giả tạo . Bữa đó lôi tên cô mình Hiếu vo trước . Giờ nói kiểu xạo lol,1.0,97,nhìn mặt nc . là bik bộ_mặt giả_tạo . bữa đó lôi tên cô mình hiếu vo trước . giờ nói kiểu xạo lol
Địt cụ chúng nó? Bắt sâu nặng quá. Một đất nước xã hội khốn nạn,2.0,63,địt_cụ chúng_nó ? bắt sâu_nặng quá . một đất_nước xã_hội khốn_nạn
ăn bom trên nhà thằng adm trốc tôm thôi,1.0,39,ăn bom trên nhà thằng adm trốc tôm thôi
Này này ông bắt như j ấy h ra 1 câu xin lỗi là xong à quả cuối chạm tay ông ở ngay sau vẫn như k có chuyện j xảy ra Hảo ông :)),0.0,127,này này ông bắt như gì ấy h ra 1 câu xin_lỗi là xong à quả cuối chạm tay ông ở ngay sau vẫn như_không có chuyện gì xảy ra hảo ông : ) )
=)))) cày thuê rank bk ngầu.wa clm,0.0,34,= ) ) ) ) cày thuê rank bk ngầu . wa clm
"Vài năm nữa Kỳ Anh là huyện ung thư, Hà Tĩnh là tỉnh ung thư của VN :3",0.0,70,"vài năm nữa kỳ anh là huyện ung_thư , hà_tĩnh là tỉnh ung_thư của vn : 3"
Xin lỗi Việt Nam,0.0,16,xin_lỗi việt_nam
trọng tài,0.0,9,trọng_tài
Nghèo đói quá mà,0.0,16,nghèo_đói quá mà
CON QUI CAI CHUYEN DI LUA GAT... MAY GAT CHI MINH HIEU ... SAO LON,2.0,66,con qui cai chuyen di_lua gat ... may gat chi minh hieu ... sao lon
Những cái loại tội phạm có tổ chức như thế này... thì sao này ko có ra tòa nữa...niếu bắt được thì đem ra biển đổ xuống là xong.ok.,1.0,131,những cái loại tội_phạm có tổ_chức như thế này ... thì sao này không có ra tòa nữa ... niếu bắt được thì đem ra biển đổ xuống là xong . ok .
Chỉ muốn nói rằng em rấtt rất nhớ anh 🙂,0.0,39,chỉ muốn nói rằng em rấtt rất nhớ anh 🙂
:))) đuối lý rồi kìa.cay lắm. fan cái thằng toxic xử lý ngu bị hành ròii cay đập bàn đập ghế xong bắt ngkhác phải khen cơ.. :)))) lớn rồi chơi game it thoi cháu ạ. ra đường nhiều vào kkkk,1.0,187,: ) ) ) đuối lý rồi kìa . cay lắm . fan cái thằng toxic xử_lý ngu bị hành ròii cay đập bàn đập ghế xong bắt ngkhác phải khen cơ . . : ) ) ) ) lớn rồi chơi game it thoi cháu ạ . ra đường nhiều vào kkkk
Thanh niên mà đi xe độ mặc đồ tối khí chất u ám là biết xếp vào loại hạng người nào rồi,1.0,87,thanh_niên mà đi xe độ mặc đồ tối khí_chất u_ám là biết xếp vào loại hạng người nào rồi
Đúng một quả ảnh hợp lí,0.0,23,đúng một quả ảnh hợp_lí
Tán tận lương tâm ăn chỉ đi cướp giật,2.0,37,tán tận lương_tâm ăn chỉ đi cướp_giật
"ngu ai mượn vô cmt ngta vậy chứng tỏ m ngu hơn ,sân si hơn",2.0,58,"ngu ai mượn vô cmt ngta vậy chứng_tỏ m ngu hơn , sân si hơn"
"đất nước mình như tảng băng chìm. Loạn lạc quá! ba mẹ đi làm quần quật kiếm tiền , các thuế phí xăng thì tăng vùn vụt mà lương thì không thấy tăng, con cái đi học thì bị bảo vệ/ thầy ..bạo hành, lạm dụng td. Bị phát",1.0,251,"đất_nước mình như tảng băng chìm . loạn_lạc quá ! ba mẹ đi làm quần_quật kiếm tiền , các thuế_phí xăng thì tăng vùn_vụt mà lương thì không thấy tăng , con_cái đi học thì bị bảo_vệ / thầy . . bạo_hành , lạm_dụng td . bị phát"
